game,t,true_goal,posterior_spades,posterior_clubs,posterior_hearts,posterior_diamonds,jev_spades,jev_clubs,jev_hearts,jev_diamonds,brier_posterior,brier_jev,logloss_posterior,logloss_jev,tv_distance,top1_agree,classical_action,jev_action,action_agree,regret
7,4.66,clubs,0.2519,0.5307,0.0898,0.1276,0.38,0.58,0.02,0.02,0.30806167472758006,0.32160000000000005,0.6335828422440151,0.5447271754416722,0.17740458015267177,True,ask_clubs_17,pass,False,0.0
7,6.66,clubs,0.2519,0.5307,0.0898,0.1276,0.43,0.44,0.07,0.06,0.30806167472758006,0.5070000000000001,0.6335828422440151,0.8209805520698302,0.1780916030534351,True,ask_hearts_5,pass,False,0.0
7,8.29,clubs,0.2394,0.5108,0.0813,0.1685,0.28,0.65,0.04,0.03,0.33163881453809047,0.2034,0.6717713467260777,0.4307829160924542,0.17975814253466627,True,ask_spades_9,pass,False,0.0
7,12.1,clubs,0.2394,0.5108,0.0813,0.1685,0.27,0.57,0.08,0.08,0.33163881453809047,0.27060000000000006,0.6717713467260777,0.5621189181535413,0.08975814253466621,True,sell_diamonds,sell_diamonds,True,0.0
7,12.98,clubs,0.4065,0.4065,0.0581,0.129,0.27,0.6,0.07,0.06,0.5375234131113423,0.24140000000000003,0.9002903905277139,0.5108256237659907,0.20548387096774193,False,ask_clubs_14,pass,False,0.0
8,5.67,diamonds,0.1292,0.1796,0.3456,0.3456,0.23,0.41,0.18,0.18,0.5966427099338205,0.9258000000000002,1.0624993867047083,1.7147984280919266,0.3311819290524418,False,ask_clubs_8,pass,False,0.0
8,6.72,diamonds,0.1292,0.1796,0.3456,0.3456,0.27,0.33,0.16,0.24,0.5966427099338205,0.785,1.0624993867047083,1.4271163556401458,0.2911819290524418,False,ask_diamonds_12,pass,False,0.0
8,8.13,diamonds,0.1292,0.1796,0.3456,0.3456,0.2,0.31,0.26,0.23,0.5966427099338205,0.7966,1.0624993867047083,1.4696759700589417,0.2011819290524418,False,ask_hearts_12,pass,False,0.0
8,10.42,diamonds,0.1292,0.1796,0.3456,0.3456,0.24,0.3,0.22,0.24,0.5966427099338205,0.7736000000000001,1.0624993867047083,1.4271163556401458,0.2311819290524418,False,bid_diamonds_7,pass,False,0.0
8,13.95,diamonds,0.1001,0.2029,0.4105,0.2865,0.26,0.29,0.19,0.26,0.7287852126181882,0.7353999999999999,1.2500412563215477,1.3470736479666092,0.24699037680758798,False,ask_diamonds_10,pass,False,0.0
9,4.73,diamonds,0.2002,0.1456,0.2745,0.3798,0.14,0.38,0.24,0.24,0.5213115040441492,0.7992,0.9682188811455129,1.4271163556401458,0.23443255049912448,False,buy_diamonds,buy_diamonds,True,0.0
9,6.23,diamonds,0.1796,0.1292,0.3456,0.3456,0.25,0.4,0.15,0.2,0.5966427099338205,0.8850000000000001,1.0624993867047083,1.6094379124341003,0.3411819290524418,False,ask_diamonds_12,pass,False,0.0
9,14.41,diamonds,0.1792,0.0859,0.3675,0.3675,0.24,0.46,0.13,0.17,0.5745959464391754,0.975,1.0010774138416736,1.7719568419318752,0.4349665924276169,False,bid_diamonds_8,pass,False,0.0
9,19.17,diamonds,0.1422,0.0956,0.3047,0.4575,0.21,0.47,0.18,0.14,0.41644375546823353,1.037,0.7819057524030232,1.9661128563728327,0.44218611521418016,False,ask_hearts_10,pass,False,0.0
9,21.43,diamonds,0.1422,0.0956,0.3047,0.4575,0.2,0.51,0.14,0.15,0.41644375546823353,1.0422,0.7819057524030232,1.8971199848858813,0.4721861152141802,False,ask_diamonds_15,pass,False,0.0
10,6.54,hearts,0.3561,0.2557,0.2557,0.1325,0.23,0.64,0.05,0.08,0.7637643061164975,1.3714,1.3638030576360463,2.995732273553991,0.38431346505063924,False,bid_spades_8,pass,False,0.0
10,8.52,hearts,0.3254,0.3254,0.232,0.1173,0.25,0.65,0.04,0.06,0.8153529303779167,1.4102000000000001,1.4611652400273556,3.2188758248682006,0.3246453415128444,False,bid_clubs_7,pass,False,0.0
10,34.29,hearts,0.3252,0.5159,0.0964,0.0625,0.23,0.61,0.08,0.08,1.1922767878115255,1.2778,2.339203670929375,2.5257286443082556,0.11157373632100054,True,ask_diamonds_4,pass,False,0.0
10,35.68,hearts,0.3252,0.5159,0.0964,0.0625,0.26,0.57,0.1,0.07,1.1922767878115255,1.2074,2.339203670929375,2.3025850929940455,0.06516935904116726,True,ask_clubs_15,pass,False,0.0
10,35.86,hearts,0.3252,0.5159,0.0964,0.0625,0.27,0.56,0.07,0.09,1.1922767878115255,1.2594999999999998,2.339203670929375,2.659260036932778,0.07657373632100055,True,ask_diamonds_4,pass,False,0.0
11,2.85,clubs,0.2685,0.5531,0.1037,0.0746,0.37,0.47,0.08,0.08,0.2881410030508595,0.4306000000000001,0.5921848969541138,0.7550225842780328,0.10682698243448002,True,bid_clubs_13,pass,False,0.0
11,5.06,clubs,0.4245,0.4245,0.1021,0.0489,0.22,0.6,0.07,0.11,0.5242044012601759,0.22540000000000002,0.8567874603958976,0.5108256237659907,0.23662432828529556,False,bid_clubs_2,buy_spades,False,3.7547630679042507
11,11.98,clubs,0.3015,0.4756,0.2005,0.0224,0.25,0.47,0.09,0.19,0.4065816170010858,0.38760000000000006,0.7431835644380752,0.7550225842780328,0.16755501552585392,True,bid_clubs_2,buy_clubs,False,3.2440259214256786
11,13.09,clubs,0.3015,0.4756,0.2005,0.0224,0.29,0.51,0.08,0.12,0.4065816170010858,0.34500000000000003,0.7431835644380752,0.6733445532637656,0.1319576076684218,True,bid_spades_1,buy_clubs,False,3.2440259214256786
11,14.39,clubs,0.3015,0.4756,0.2005,0.0224,0.29,0.47,0.07,0.17,0.4065816170010858,0.39880000000000004,0.7431835644380752,0.7550225842780327,0.1475550155258539,True,pass,pass,True,0.0
12,4.61,hearts,0.188,0.2606,0.188,0.3634,0.2,0.48,0.16,0.16,0.8947615258721626,1.0015999999999998,1.6715320422298952,1.8325814637483102,0.2313950073421439,False,ask_clubs_10,pass,False,0.0
12,7.38,hearts,0.2428,0.2428,0.173,0.3414,0.23,0.39,0.14,0.24,0.9184145748950563,1.0022,1.7545250861080117,1.9661128563728327,0.1472078907435508,False,ask_diamonds_13,pass,False,0.0
12,10.64,hearts,0.2428,0.2428,0.173,0.3414,0.24,0.34,0.24,0.18,0.9184145748950563,0.7831999999999999,1.7545250861080117,1.4271163556401458,0.16421851289833078,False,bid_clubs_5,pass,False,0.0
12,11.58,hearts,0.2428,0.2428,0.173,0.3414,0.19,0.39,0.26,0.16,0.9184145748950563,0.7614,1.7545250861080117,1.3470736479666092,0.2342185128983308,False,buy_clubs,buy_clubs,True,0.0
12,18.55,hearts,0.2948,0.2052,0.2052,0.2948,0.17,0.46,0.11,0.26,0.84769322235434,1.1002,1.5839046104289356,2.2072749131897207,0.25482758620689655,False,ask_clubs_8,sell_diamonds,False,3.658620689655173
13,3.5,clubs,0.3668,0.102,0.2656,0.2656,0.3,0.48,0.09,0.13,1.08213967601314,0.3854000000000001,2.2832259763550296,0.7339691750802004,0.37804522805672675,False,bid_spades_9,pass,False,0.0
13,8.28,clubs,0.3561,0.1325,0.2557,0.2557,0.19,0.52,0.17,0.12,1.0101531488858815,0.3098,2.0212321555939123,0.6539264674066639,0.3875078864353312,False,bid_diamonds_5,sell_hearts,False,0.7303853745826174
13,21.04,clubs,0.531,0.1214,0.1738,0.1738,0.18,0.52,0.11,0.19,1.1143657870384431,0.311,2.1089497762998177,0.6539264674066639,0.4148040455120102,False,ask_diamonds_8,pass,False,0.716814159292035
13,24.1,clubs,0.531,0.1214,0.1738,0.1738,0.19,0.63,0.07,0.11,1.1143657870384431,0.18999999999999997,2.1089497762998177,0.4620354595965587,0.5086346396965866,False,sell_clubs,pass,False,1.6523388116308473
13,27.99,clubs,0.5122,0.1626,0.1626,0.1626,0.27,0.57,0.08,0.08,1.0164584572674995,0.27060000000000006,1.8164520818184264,0.5621189181535413,0.40739837398373985,False,buy_diamonds,buy_diamonds,True,0.0
14,0.92,spades,0.2606,0.188,0.3634,0.188,0.22,0.47,0.17,0.14,0.7493870765329557,0.8778,1.344591697234042,1.5141277326297755,0.28204111600587367,False,bid_hearts_8,pass,False,0.0
14,2.16,spades,0.2428,0.173,0.3414,0.2428,0.2,0.41,0.23,0.16,0.7788091120725981,0.8865999999999999,1.4155497192686803,1.6094379124341003,0.2370106221547799,False,ask_diamonds_9,pass,False,0.0
14,4.13,spades,0.2202,0.1549,0.3124,0.3124,0.14,0.26,0.31,0.29,0.8272810076938246,0.9873999999999998,1.5131223012446207,1.9661128563728327,0.10508570188761122,True,ask_spades_9,pass,False,0.0
14,5.25,spades,0.2202,0.1549,0.3124,0.3124,0.2,0.35,0.24,0.21,0.8272810076938246,0.8642000000000001,1.5131223012446207,1.6094379124341003,0.1950857018876112,False,bid_hearts_6,pass,False,0.0
14,6.01,spades,0.2202,0.1549,0.3124,0.3124,0.22,0.4,0.16,0.22,0.8272810076938246,0.8424,1.5131223012446207,1.5141277326297755,0.24508570188761125,False,bid_hearts_6,pass,False,0.0
15,14.57,clubs,0.3347,0.3347,0.2274,0.1032,0.58,0.33,0.04,0.05,0.6169617728531855,0.7893999999999999,1.0944106018144097,1.1086626245216111,0.2452631578947368,True,bid_clubs_5,pass,False,0.0
15,15.32,clubs,0.3347,0.3347,0.2274,0.1032,0.43,0.48,0.03,0.06,0.6169617728531855,0.45980000000000004,1.0944106018144097,0.7339691750802004,0.24052631578947367,False,bid_hearts_5,pass,False,0.0
15,17.12,clubs,0.3213,0.3213,0.2148,0.1426,0.25,0.55,0.09,0.11,0.6303340240499484,0.28519999999999995,1.1353680562671054,0.5978370007556204,0.22869615832363213,False,bid_clubs_5,pass,False,0.0
15,18.25,clubs,0.423,0.2759,0.1823,0.1188,0.25,0.6,0.06,0.09,0.7506289707260543,0.23420000000000002,1.2877448132394753,0.5108256237659907,0.32410772936282023,False,bid_hearts_3,pass,False,0.0
15,32.95,clubs,0.3719,0.3719,0.1565,0.0996,0.22,0.56,0.1,0.12,0.5672418076614255,0.26639999999999997,0.9890858893108452,0.579818495252942,0.20846299810246682,False,ask_diamonds_6,pass,False,0.0
16,3.19,diamonds,0.188,0.188,0.2606,0.3634,0.23,0.24,0.22,0.31,0.5438070471643799,0.6349999999999999,1.0121517241407674,1.171182981502945,0.0940822320117474,True,bid_diamonds_8,pass,False,0.0
16,5.02,diamonds,0.188,0.188,0.2606,0.3634,0.19,0.24,0.26,0.31,0.5438070471643799,0.6374,1.0121517241407674,1.171182981502945,0.05408223201174739,True,ask_spades_8,pass,False,0.0
16,14.94,diamonds,0.1267,0.1267,0.3733,0.3733,0.16,0.22,0.28,0.34,0.5642083495423926,0.5879999999999999,0.9853644081771175,1.0788096613719298,0.12660633484162895,False,bid_diamonds_8,pass,False,0.07943690296631445
16,16.54,diamonds,0.1267,0.1267,0.3733,0.3733,0.11,0.16,0.29,0.44,0.5642083495423926,0.4354,0.9853644081771175,0.8209805520698302,0.1,False,pass,pass,True,0.07943690296631445
16,19.39,diamonds,0.1267,0.1267,0.3733,0.3733,0.19,0.22,0.32,0.27,0.5642083495423926,0.7198,0.9853644081771175,1.3093333199837622,0.15660633484162895,True,ask_hearts_13,pass,False,0.0
17,10.14,diamonds,0.1173,0.232,0.3254,0.3254,0.18,0.25,0.29,0.28,0.6285752560612161,0.6974,1.1228394347568196,1.2729656758128873,0.08070931697431122,True,buy_hearts,pass,False,1.1731938434573053
17,16.62,diamonds,0.0702,0.1507,0.313,0.4661,0.12,0.14,0.55,0.19,0.4107179673481227,0.9926000000000001,0.763435759820115,1.6607312068216509,0.286779089376054,False,ask_spades_5,pass,False,0.0
17,17.11,diamonds,0.0702,0.1507,0.313,0.4661,0.19,0.24,0.4,0.17,0.4107179673481227,0.9426,0.763435759820115,1.7719568419318752,0.29606239460371,False,ask_diamonds_15,pass,False,0.0
17,22.03,diamonds,0.0581,0.129,0.4065,0.4065,0.14,0.23,0.33,0.3,0.5375234131113423,0.6714,0.9002903905277139,1.2039728043259361,0.18290322580645166,True,bid_hearts_8,pass,False,0.0
17,24.89,diamonds,0.0385,0.1417,0.5025,0.3174,0.21,0.25,0.31,0.23,0.7400436053220235,0.7956,1.1477116196354906,1.4696759700589417,0.2798523098059419,True,bid_diamonds_6,pass,False,0.0
18,6.91,clubs,0.3414,0.2428,0.173,0.2428,0.28,0.49,0.13,0.1,0.7788091120725981,0.36540000000000006,1.4155497192686803,0.7133498878774648,0.2472078907435508,False,bid_clubs_4,pass,False,0.0
18,11.66,clubs,0.3414,0.2428,0.173,0.2428,0.22,0.48,0.18,0.12,0.7788091120725981,0.36560000000000004,1.4155497192686803,0.7339691750802004,0.2442185128983308,False,ask_diamonds_10,pass,False,0.0
18,12.3,clubs,0.3414,0.2428,0.173,0.2428,0.2,0.61,0.12,0.07,0.7788091120725981,0.2114,1.4155497192686803,0.4942963218147801,0.3672078907435508,False,ask_hearts_8,sell_clubs,False,3.8917551846231664
18,12.38,clubs,0.3414,0.2428,0.173,0.2428,0.22,0.5,0.13,0.15,0.7788091120725981,0.33780000000000004,1.4155497192686803,0.6931471805599453,0.2572078907435508,False,ask_diamonds_10,sell_clubs,False,3.8917551846231664
18,14.76,clubs,0.3414,0.2428,0.173,0.2428,0.2,0.43,0.19,0.18,0.7788091120725981,0.4334000000000001,1.4155497192686803,0.843970070294529,0.20421851289833082,False,ask_clubs_9,sell_clubs,False,2.8917551846231664
19,3.51,hearts,0.3634,0.188,0.2606,0.188,0.2,0.66,0.05,0.09,0.7493870765329554,1.3861999999999999,1.3445916972340417,2.995732273553991,0.47204111600587373,False,bid_hearts_5,buy_spades,False,1.3392070484581495
19,4.51,hearts,0.3414,0.2428,0.2428,0.173,0.26,0.55,0.08,0.11,0.7788091120725981,1.2286000000000001,1.4155497192686803,2.5257286443082556,0.3072078907435508,False,bid_hearts_5,pass,False,0.0
19,4.64,hearts,0.3414,0.2428,0.2428,0.173,0.18,0.41,0.16,0.25,0.7788091120725981,0.9685999999999999,1.4155497192686803,1.8325814637483102,0.2442185128983308,False,bid_spades_7,pass,False,0.0
19,7.84,hearts,0.3414,0.2428,0.2428,0.173,0.27,0.43,0.13,0.17,0.7788091120725981,1.0435999999999999,1.4155497192686803,2.0402208285265546,0.18720789074355076,False,bid_clubs_4,pass,False,0.0
19,8.57,hearts,0.3414,0.2428,0.2428,0.173,0.24,0.47,0.15,0.14,0.7788091120725981,1.0206,1.4155497192686803,1.8971199848858813,0.2272078907435508,False,pass,pass,True,0.0
