game,t,true_goal,posterior_spades,posterior_clubs,posterior_hearts,posterior_diamonds,jev_spades,jev_clubs,jev_hearts,jev_diamonds,brier_posterior,brier_jev,logloss_posterior,logloss_jev,tv_distance,top1_agree,classical_action,jev_action,action_agree,regret
8,10.42,diamonds,0.1292,0.1796,0.3456,0.3456,0.2,0.27,0.25,0.28,0.5966427099338205,0.6938,1.0624993867047083,1.2729656758128873,0.1611819290524418,False,bid_diamonds_7,pass,False,0.0
8,13.95,diamonds,0.1001,0.2029,0.4105,0.2865,0.23,0.32,0.16,0.29,0.7287852126181882,0.685,1.2500412563215477,1.2378743560016174,0.2504973998375978,False,ask_diamonds_10,pass,False,0.0
9,4.73,diamonds,0.2002,0.1456,0.2745,0.3798,0.19,0.44,0.16,0.21,0.5213115040441492,0.8794000000000001,0.9682188811455129,1.5606477482646683,0.29443255049912453,False,buy_diamonds,buy_diamonds,True,0.0
9,6.23,diamonds,0.1796,0.1292,0.3456,0.3456,0.21,0.41,0.13,0.25,0.5966427099338205,0.7916,1.0624993867047083,1.3862943611198906,0.3111819290524418,False,ask_diamonds_12,pass,False,0.0
9,14.41,diamonds,0.1792,0.0859,0.3675,0.3675,0.26,0.46,0.08,0.2,0.5745959464391754,0.9256000000000002,1.0010774138416736,1.6094379124341003,0.45496659242761694,False,bid_diamonds_8,pass,False,0.0
9,19.17,diamonds,0.1422,0.0956,0.3047,0.4575,0.21,0.41,0.15,0.23,0.41644375546823353,0.8275999999999999,0.7819057524030232,1.4696759700589417,0.38218611521418017,False,ask_hearts_10,pass,False,0.0
9,21.43,diamonds,0.1422,0.0956,0.3047,0.4575,0.3,0.39,0.14,0.17,0.41644375546823353,0.9505999999999999,0.7819057524030232,1.7719568419318752,0.4521861152141802,False,ask_diamonds_15,pass,False,0.0
10,6.54,hearts,0.3561,0.2557,0.2557,0.1325,0.34,0.41,0.09,0.16,0.7637643061164975,1.1374000000000002,1.3638030576360463,2.4079456086518722,0.1818213514859704,False,bid_spades_8,pass,False,0.0
10,8.52,hearts,0.3254,0.3254,0.232,0.1173,0.28,0.57,0.05,0.1,0.8153529303779167,1.3158,1.4611652400273556,2.995732273553991,0.24464534151284434,False,bid_clubs_7,pass,False,0.0
10,34.29,hearts,0.3252,0.5159,0.0964,0.0625,0.24,0.58,0.08,0.1,1.1922767878115255,1.2504,2.339203670929375,2.5257286443082556,0.10157373632100052,True,ask_diamonds_4,pass,False,0.0
10,35.68,hearts,0.3252,0.5159,0.0964,0.0625,0.28,0.55,0.08,0.09,1.1922767878115255,1.2354,2.339203670929375,2.5257286443082556,0.06157373632100054,True,ask_clubs_15,pass,False,0.0
10,35.86,hearts,0.3252,0.5159,0.0964,0.0625,0.27,0.57,0.08,0.08,1.1922767878115255,1.2506,2.339203670929375,2.5257286443082556,0.0715737363210005,True,ask_diamonds_4,pass,False,0.0
11,2.85,clubs,0.2685,0.5531,0.1037,0.0746,0.31,0.52,0.09,0.08,0.2881410030508595,0.341,0.5921848969541138,0.6539264674066639,0.046826982434480004,True,bid_clubs_13,pass,False,0.0
11,5.06,clubs,0.4245,0.4245,0.1021,0.0489,0.2,0.66,0.06,0.08,0.5242044012601759,0.16559999999999997,0.8567874603958976,0.4155154439616658,0.26662432828529553,False,bid_clubs_2,pass,False,0.0
11,11.98,clubs,0.3015,0.4756,0.2005,0.0224,0.22,0.52,0.09,0.17,0.4065816170010858,0.31579999999999997,0.7431835644380752,0.6539264674066639,0.19195760766842182,True,bid_clubs_2,pass,False,0.0
11,13.09,clubs,0.3015,0.4756,0.2005,0.0224,0.23,0.47,0.11,0.19,0.4065816170010858,0.38200000000000006,0.7431835644380752,0.7550225842780328,0.1675550155258539,True,bid_spades_1,pass,False,0.0
11,14.39,clubs,0.3015,0.4756,0.2005,0.0224,0.24,0.52,0.08,0.16,0.4065816170010858,0.32,0.7431835644380752,0.6539264674066639,0.1819576076684218,True,pass,pass,True,0.0
12,4.61,hearts,0.188,0.2606,0.188,0.3634,0.21,0.41,0.17,0.21,0.8947615258721626,0.9451999999999999,1.6715320422298952,1.7719568419318752,0.17139500734214386,False,ask_clubs_10,pass,False,0.0
12,7.38,hearts,0.2428,0.2428,0.173,0.3414,0.16,0.55,0.07,0.22,0.9184145748950563,1.2414,1.7545250861080117,2.659260036932778,0.30720789074355087,False,ask_diamonds_13,pass,False,0.0
12,10.64,hearts,0.2428,0.2428,0.173,0.3414,0.21,0.41,0.12,0.26,0.9184145748950563,1.0542,1.7545250861080117,2.120263536200091,0.1672078907435508,False,bid_clubs_5,pass,False,0.0
12,11.58,hearts,0.2428,0.2428,0.173,0.3414,0.18,0.45,0.17,0.2,0.9184145748950563,0.9638,1.7545250861080117,1.7719568419318752,0.2072078907435508,False,buy_clubs,pass,False,2.0586747597369754
12,18.55,hearts,0.2948,0.2052,0.2052,0.2948,0.2,0.45,0.11,0.24,0.84769322235434,1.0922,1.5839046104289356,2.2072749131897207,0.24482758620689654,False,ask_clubs_8,sell_diamonds,False,3.658620689655173
13,3.5,clubs,0.3668,0.102,0.2656,0.2656,0.24,0.49,0.15,0.12,1.08213967601314,0.3546,2.2832259763550296,0.7133498878774648,0.3880452280567267,False,bid_spades_9,pass,False,0.0
13,8.28,clubs,0.3561,0.1325,0.2557,0.2557,0.22,0.46,0.16,0.16,1.0101531488858815,0.39120000000000005,2.0212321555939123,0.7765287894989963,0.3275078864353312,False,bid_diamonds_5,pass,False,0.3651926872913087
13,21.04,clubs,0.531,0.1214,0.1738,0.1738,0.18,0.46,0.18,0.18,1.1143657870384431,0.3888,2.1089497762998177,0.7765287894989963,0.35097345132743374,False,ask_diamonds_8,pass,False,0.716814159292035
13,24.1,clubs,0.531,0.1214,0.1738,0.1738,0.2,0.5,0.15,0.15,1.1143657870384431,0.3350000000000001,2.1089497762998177,0.6931471805599453,0.3786346396965866,False,sell_clubs,pass,False,1.6523388116308473
13,27.99,clubs,0.5122,0.1626,0.1626,0.1626,0.22,0.57,0.11,0.1,1.0164584572674995,0.2554,1.8164520818184264,0.5621189181535413,0.40739837398373985,False,buy_diamonds,buy_diamonds,True,0.0
14,0.92,spades,0.2606,0.188,0.3634,0.188,0.21,0.44,0.12,0.23,0.7493870765329557,0.885,1.344591697234042,1.5606477482646683,0.2940822320117474,False,bid_hearts_8,pass,False,0.0
14,2.16,spades,0.2428,0.173,0.3414,0.2428,0.19,0.37,0.31,0.13,0.7788091120725981,0.9060000000000001,1.4155497192686803,1.6607312068216509,0.19701062215477994,False,ask_diamonds_9,pass,False,0.0
14,4.13,spades,0.2202,0.1549,0.3124,0.3124,0.11,0.24,0.41,0.24,0.8272810076938246,1.0754000000000001,1.5131223012446207,2.2072749131897207,0.18265350401388586,True,ask_spades_9,pass,False,0.0
14,5.25,spades,0.2202,0.1549,0.3124,0.3124,0.15,0.2,0.39,0.26,0.8272810076938246,0.9822,1.5131223012446207,1.8971199848858813,0.12265350401388589,True,bid_hearts_6,pass,False,0.0
14,6.01,spades,0.2202,0.1549,0.3124,0.3124,0.16,0.24,0.35,0.25,0.8272810076938246,0.9481999999999999,1.5131223012446207,1.8325814637483102,0.12265350401388589,True,bid_hearts_6,pass,False,0.0
15,14.57,clubs,0.3347,0.3347,0.2274,0.1032,0.22,0.62,0.06,0.1,0.6169617728531855,0.2064,1.0944106018144097,0.4780358009429998,0.2852631578947369,False,bid_clubs_5,pass,False,0.0
15,15.32,clubs,0.3347,0.3347,0.2274,0.1032,0.25,0.63,0.05,0.07,0.6169617728531855,0.20679999999999998,1.0944106018144097,0.4620354595965587,0.29526315789473684,False,bid_hearts_5,pass,False,0.0
15,17.12,clubs,0.3213,0.3213,0.2148,0.1426,0.24,0.59,0.07,0.1,0.6303340240499484,0.2406,1.1353680562671054,0.527632742082372,0.26869615832363214,False,bid_clubs_5,pass,False,0.0
15,18.25,clubs,0.423,0.2759,0.1823,0.1188,0.22,0.66,0.05,0.07,0.7506289707260543,0.17139999999999997,1.2877448132394753,0.4155154439616658,0.3841077293628203,False,bid_hearts_3,pass,False,0.0
15,32.95,clubs,0.3719,0.3719,0.1565,0.0996,0.23,0.62,0.07,0.08,0.5672418076614255,0.20859999999999998,0.9890858893108452,0.4780358009429998,0.24808349146110056,False,ask_diamonds_6,sell_clubs,False,2.032258064516128
16,3.19,diamonds,0.188,0.188,0.2606,0.3634,0.2,0.26,0.17,0.37,0.5438070471643799,0.5334000000000001,1.0121517241407674,0.9942522733438669,0.09064610866372978,True,bid_diamonds_8,pass,False,0.0
16,5.02,diamonds,0.188,0.188,0.2606,0.3634,0.14,0.19,0.21,0.46,0.5438070471643799,0.3914,1.0121517241407674,0.7765287894989963,0.09860499265785609,True,ask_spades_8,pass,False,0.0
16,14.94,diamonds,0.1267,0.1267,0.3733,0.3733,0.12,0.22,0.28,0.38,0.5642083495423926,0.5256000000000001,0.9853644081771175,0.9675840262617056,0.09999999999999999,False,bid_diamonds_8,pass,False,0.07943690296631445
16,16.54,diamonds,0.1267,0.1267,0.3733,0.3733,0.09,0.15,0.34,0.42,0.5642083495423926,0.48260000000000014,0.9853644081771175,0.8675005677047231,0.06999999999999998,False,pass,pass,True,0.07943690296631445
16,19.39,diamonds,0.1267,0.1267,0.3733,0.3733,0.16,0.28,0.23,0.33,0.5642083495423926,0.6057999999999999,0.9853644081771175,1.1086626245216111,0.18660633484162897,False,ask_hearts_13,pass,False,0.0
17,10.14,diamonds,0.1173,0.232,0.3254,0.3254,0.15,0.18,0.41,0.26,0.6285752560612161,0.7706,1.1228394347568196,1.3470736479666092,0.11732047981596098,True,buy_hearts,pass,False,1.1731938434573053
17,16.62,diamonds,0.0702,0.1507,0.313,0.4661,0.11,0.16,0.48,0.25,0.4107179673481227,0.8306,0.763435759820115,1.3862943611198906,0.21606239460370996,False,ask_spades_5,pass,False,0.0
17,17.11,diamonds,0.0702,0.1507,0.313,0.4661,0.15,0.22,0.46,0.17,0.4107179673481227,0.9713999999999999,0.763435759820115,1.7719568419318752,0.29606239460371,False,ask_diamonds_15,pass,False,0.0
17,22.03,diamonds,0.0581,0.129,0.4065,0.4065,0.15,0.21,0.42,0.22,0.5375234131113423,0.8514,0.9002903905277139,1.5141277326297755,0.1864516129032258,True,bid_hearts_8,pass,False,0.0
17,24.89,diamonds,0.0385,0.1417,0.5025,0.3174,0.11,0.16,0.51,0.22,0.7400436053220235,0.9062000000000001,1.1477116196354906,1.5141277326297755,0.09736218444100983,True,bid_diamonds_6,pass,False,0.0
18,6.91,clubs,0.3414,0.2428,0.173,0.2428,0.25,0.4,0.17,0.18,0.7788091120725981,0.48380000000000006,1.4155497192686803,0.9162907318741551,0.1572078907435508,False,bid_clubs_4,pass,False,0.0
18,11.66,clubs,0.3414,0.2428,0.173,0.2428,0.17,0.47,0.22,0.14,0.7788091120725981,0.3778,1.4155497192686803,0.7550225842780327,0.27421851289833077,False,ask_diamonds_10,pass,False,0.0
18,12.3,clubs,0.3414,0.2428,0.173,0.2428,0.25,0.37,0.22,0.16,0.7788091120725981,0.5334,1.4155497192686803,0.9942522733438669,0.1742185128983308,False,ask_hearts_8,pass,False,0.0
18,12.38,clubs,0.3414,0.2428,0.173,0.2428,0.23,0.37,0.24,0.16,0.7788091120725981,0.533,1.4155497192686803,0.9942522733438669,0.19421851289833078,False,ask_diamonds_10,pass,False,0.0
18,14.76,clubs,0.3414,0.2428,0.173,0.2428,0.21,0.37,0.23,0.19,0.7788091120725981,0.53,1.4155497192686803,0.9942522733438669,0.1842185128983308,False,ask_clubs_9,pass,False,0.0
19,3.51,hearts,0.3634,0.188,0.2606,0.188,0.27,0.47,0.11,0.15,0.7493870765329554,1.1084,1.3445916972340417,2.2072749131897207,0.2820411160058737,False,bid_hearts_5,pass,False,0.0
19,4.51,hearts,0.3414,0.2428,0.2428,0.173,0.26,0.54,0.07,0.13,0.7788091120725981,1.2409999999999999,1.4155497192686803,2.659260036932778,0.2972078907435508,False,bid_hearts_5,pass,False,0.0
19,4.64,hearts,0.3414,0.2428,0.2428,0.173,0.2,0.56,0.12,0.12,0.7788091120725981,1.1424,1.4155497192686803,2.120263536200091,0.3172078907435508,False,bid_spades_7,pass,False,0.0
19,7.84,hearts,0.3414,0.2428,0.2428,0.173,0.25,0.52,0.09,0.14,0.7788091120725981,1.1806,1.4155497192686803,2.4079456086518722,0.2772078907435508,False,bid_clubs_4,pass,False,0.0
19,8.57,hearts,0.3414,0.2428,0.2428,0.173,0.25,0.51,0.11,0.13,0.7788091120725981,1.1316,1.4155497192686803,2.2072749131897207,0.2672078907435508,False,pass,pass,True,0.0
